"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"260779","1","FLATS","2","3","30","892","1089","3","3","0","4","4","4","1996","1996","100","Y","Y","Y","2","N","1","1819      E  DENNY                     WAY     98122","1819 ","   ","E ","DENNY                    ","WAY ","  ","98122"
"261762","1","2 UNIT CONDO","1","1","2","1332","1685","3","3","0","4","3","3","1948","1960","100","N","N","N","2","Y","1","7011         14TH                      AVE  NW 98117","7011 ","   ","  ","14TH                     ","AVE ","NW","98117"
"262550","1","2006 Condo Conversion","1","4","14","636","714","4","3","0","4","5","5","1969","2001","100","N","N","N","2","Y","1","3657         FRANCIS                   AVE  N  98103","3657 ","   ","  ","FRANCIS                  ","AVE ","N ","98103"
"269549","1","20 UNIT CONDO","5","2","20","906","3477","3","3","0","4","5","3","1987","1987","100","N","N","Y","2","N","1","12711     NE 132ND                     ST      98034","12711","   ","NE","132ND                    ","ST  ","  ","98034"
"271620","1","TOWNHOMES","3","2","7","3238","3238","3","3","0","4","4","3","1996","1996","100","N","N","N","2","N","1","20050        14TH                      AVE  NE 98155","20050","   ","  ","14TH                     ","AVE ","NE","98155"
"278720","1","8 UNIT CONDO","2","2","8","990","2531","3","3","0","4","3","3","1978","1978","100","N","N","Y","2","N","1","14036        JUANITA                   DR   NE 98034","14036","   ","  ","JUANITA                  ","DR  ","NE","98034"
"287600","1","4 UNIT CONDO","2","2","4","1105","3900","3","3","0","4","3","4","1977","1977","100","N","N","Y","2","Y","1","735          3RD                       PL   S  98033","735  ","   ","  ","3RD                      ","PL  ","S ","98033"
"289760","1","29 unit condo ","6","2","29","1258","3645","3","3","0","4","4","3","1999","1999","100","N","Y","Y","2","N","1","2210      S  336TH                     ST      98003","2210 ","   ","S ","336TH                    ","ST  ","  ","98003"
"306410","1","9  CONDO UNITS + SEPARATE PARKING","1","4","9","1499","1314","4","3","0","4","4","4","1981","1995","100","Y","Y","Y","1","N","1","2728         FAIRVIEW                  AVE  E  98102","2728 ","   ","  ","FAIRVIEW                 ","AVE ","E ","98102"
"311043","1","CONV PROJ ABOVE AVG APT BLDG","1","11","55","993","393","3","3","0","2","5","4","1963","1980","100","Y","Y"," ","1","Y","1","521          5TH                       AVE  W  98119","521  ","   ","  ","5TH                      ","AVE ","W ","98119"
"311058","4","10 Res Unit + 1 Pkg Unit + 1 Com'l Unit","1","3","10","2006","1348","4","4","0","4","8","3","2000","2000","100","Y","Y","Y","2","N","1","1333         HARBOR                    AVE  SW 98116","1333 ","   ","  ","HARBOR                   ","AVE ","SW","98116"
"311072","1","120 UNIT CONDO","21","2","120","1012","3162","4","3","0","4","4","3","1997","1997","100","N","N","Y","2","N","1","23228        59TH                      PL   S  98032","23228","   ","  ","59TH                     ","PL  ","S ","98032"
"322470","1","60 Unit Condo","60","2","60","2030","6590","3","3","0","4","6","3","2002","2002","100","N","N","Y","2","N","1","22600        41ST                      PL   S  98032","22600","   ","  ","41ST                     ","PL  ","S ","98032"
"228516","4","4 RES UNITS + 1 COM'L UNIT","2","3","5","1087","960","3","3","0","4","4","3","2002","2002","100","N","Y","N","2","N","1","809          TAYLOR                    AVE  N  98109","809  ","   ","  ","TAYLOR                   ","AVE ","N ","98109"
"229664","1"," ","1","4","32","761","731","3","3","0","4","4","4","1970","1990","100","Y","Y"," ","1","Y","1","3661         24TH                      PL   W  98199","3661 ","   ","  ","24TH                     ","PL  ","W ","98199"
"230155","5","Apts + Ground Floor Retail","1","5","78","497","0","3","3","0","4","6","3","2011","2013","100","Y","Y"," ","2","N","0","2620         CALIFORNIA                AVE  SW 98116","2620 ","   ","  ","CALIFORNIA               ","AVE ","SW","98116"
"233320","1","FLATS & TH","1","5","8","1319","910","2","4","0","4","5","3","1990","2002","100","Y","Y","Y","2","N","1","1202         LAKEVIEW                  BLVD E  98102","1202 ","   ","  ","LAKEVIEW                 ","BLVD","E ","98102"
"241480","1","54 Unit Condo","3","3","54","759","1209","3","3","0","4","4","2","1979","1979","100","N","N","Y","2","N","1","3503      S  160TH                     ST      98188","3503 ","   ","S ","160TH                    ","ST  ","  ","98188"
"246080","1","7 UNIT CONDO","1","3","7","1900","1953","4","4","0","4","7","4","1920","1987","100","N","Y","Y","1","Y","1","941          11TH                      AVE  E  98102","941  ","   ","  ","11TH                     ","AVE ","E ","98102"
"253890","1","2 UNIT CONDO","1","3","2","2425","2974","4","4","0","4","6","4","1979","1994","100","N","N"," ","2","N","1","1502         BIGELOW                   AVE  N  98109","1502 ","   ","  ","BIGELOW                  ","AVE ","N ","98109"
"253893","1","4 unit condo","2","2","4","1321","1912","4","3","0","4","6","3","1999","1999","100","N","N","Y","2","N","1","220          5TH                       AVE     98033","220  ","   ","  ","5TH                      ","AVE ","  ","98033"
"256980","4","44 RES UNITS + 1 COML UNIT","1","5","45","746","450","2","3","0","2","4","3","2000","2000","100","Y","Y","N","2","Y","1","500          ELLIOTT                   AVE  W  98119","500  ","   ","  ","ELLIOTT                  ","AVE ","W ","98119"
"256993","4","14 RES UNITS + 1 COML UNIT","1","4","15","1043","474","3","3","0","4","5","3","1997","1997","100","Y","Y","Y","2","N","1","515          1ST                       AVE  W  98119","515  ","   ","  ","1ST                      ","AVE ","W ","98119"
"260793","2","Apt Conversion","2","3","6","820","0","3","3","0","4","5","4","1977","2005","100","N","N","Y","2","Y","1","4050         CALIFORNIA                AVE  SW 98116","4050 ","   ","  ","CALIFORNIA               ","AVE ","SW","98116"
"261665","1","5 UNIT CONDO","1","2","5","1984","2254","4","3","0","4","6","3","1991","1991","100","N","Y","Y","2","N","1","327          2ND                       AVE  S  98033","327  ","   ","  ","2ND                      ","AVE ","S ","98033"
"261733","1","FLATS","1","2","4","486","1500","2","3","0","4","3","4","1959","2005","100","N","Y","N","1","Y","1","417          23RD                      AVE     98122","417  ","   ","  ","23RD                     ","AVE ","  ","98122"
"263480","1","6 UNIT CONDO","1","4","6","886","917","3","3","0","4","4","3","1967","1967","100","N","Y"," ","1","Y","1","2633         FRANKLIN                  AVE  E  98102","2633 ","   ","  ","FRANKLIN                 ","AVE ","E ","98102"
"269040","1","6 of 14 Res Units + 1 Coml Unit ","1","3","14","1720","0","3","3","0","4","5","3","2014","2014","100","N","N","Y","2","N","1","4000      NE 3RD                       PL      98056","4000 ","   ","NE","3RD                      ","PL  ","  ","98056"
"270870","3","BOAT SLIPS","1","1","68","0","0","5","4","100","0","4","3","1984","1984","100","N","Y"," ","1","N","2","2143      N  NORTHLAKE                 WAY     98103","2143 ","   ","N ","NORTHLAKE                ","WAY ","  ","98103"
"286822","7","HOUSE BOAT MOORAGE / STA","2","1","4","1348","2750","2","4","0","4","1","0","1982","1982","100","N","N"," ","0","N","0","1215      E  ALLISON                   ST      98102","1215 ","   ","E ","ALLISON                  ","ST  ","  ","98102"
"290935","1","3-DUPLEX BLDGS","3","1","6","750","3290","3","3","0","4","4","4","1968","1978","100","N","N"," ","2","Y","1","754          STATE                     ST      98033","754  ","   ","  ","STATE                    ","ST  ","  ","98033"
"311071","1","FLATS","2","6","57","686","366","3","3","51","2","5","3","2000","2000","100","Y","Y","Y","2","N","1","3318         30TH                      AVE  SW 98126","3318 ","   ","  ","30TH                     ","AVE ","SW","98126"
"314835","1","FLATS","2","4","24","1578","1085","4","4","0","3","8","3","2003","2005","100","Y","Y","Y","2","N","1","716          BOYLSTON                  AVE  E  98102","716  ","   ","  ","BOYLSTON                 ","AVE ","E ","98102"
"326118","1","FLATS","1","3","6","1272","1130","4","4","100","4","5","3","1999","1999","100","Y","Y","Y","2","N","1","1600         ALKI                      AVE  SW 98116","1600 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"328380","1","Townhouses","3","2","12","1659","4166","3","3","0","4","5","3","2000","2000","100","N","N","Y","2","N","1","10300     SE 264TH                     ST      98030","10300","   ","SE","264TH                    ","ST  ","  ","98030"
"332490","1","Flats","1","2","6","1525","3731","3","3","0","4","5","3","1990","1990","100","N","N","Y","2","N","1","623          9TH                       AVE  S  98033","623  ","   ","  ","9TH                      ","AVE ","S ","98033"
"338900","1","Townhouses","4","3","8","1993","2595","3","3","0","4","4","3","2006","2006","100","N","N","Y","2","N","1","12405        10TH                      LN   SW 98146","12405","   ","  ","10TH                     ","LN  ","SW","98146"
"347295","1","6 UNIT CONDO","2","2","6","1773","4070","2","3","0","4","6","3","1997","1997","100","N","N","Y","2","N","1","11340     NE 67TH                      ST      98033","11340","   ","NE","67TH                     ","ST  ","  ","98033"
"360390","5"," APARTMENT","1","7","178","614","0","3","4","0","4","5","3","2012","2012","100","Y","Y"," ","2"," ","1","14002        LINDEN                    AVE  N  98133","14002","   ","  ","LINDEN                   ","AVE ","N ","98133"
"383091","1","12 of 200 units in a multi-major project","3","2","12","1268","4831","3","4","0","4","4","3","1986","1987","100","N","N","Y","2","N","1","24914        109TH                     PL   SE 98030","24914","   ","  ","109TH                    ","PL  ","SE","98030"
"298690","1","124 UNIT CONDO","7","3","124","696","1835","3","3","0","4","2","4","1978","1978","100","N","N","Y","2","N","1","33025        18TH                      PL   S  98003","33025","   ","  ","18TH                     ","PL  ","S ","98003"
"305510","1","9 UNIT CONDO","1","3","9","670","666","3","3","0","4","4","4","1969","1974","100","N","Y","N","1","Y","1","6557         4TH                       AVE  NE 98115","6557 ","   ","  ","4TH                      ","AVE ","NE","98115"
"313090","1","FLATS","2","4","59","767","901","3","3","0","4","4","3","1990","1990","100","Y","Y","Y","2","N","1","130       NE 95TH                      ST      98115","130  ","   ","NE","95TH                     ","ST  ","  ","98115"
"318320","1","25 UNIT CONDO","3","2","25","1306","2400","3","4","0","3","7","5","1924","1975","100","N","N","Y","2","Y","1","4800         FREMONT                   AVE  N  98103","4800 ","   ","  ","FREMONT                  ","AVE ","N ","98103"
"322465","1","70 Res Units","11","2","70","1014","7578","3","3","0","4","4","3","2009","2009","100","N","N","Y","2","N","1","21020        40TH                      PL   S  ","21020","   ","  ","40TH                     ","PL  ","S ",""
"326060","1","30 UNIT CONDO","6","2","30","935","2696","3","3","0","4","4","4","1988","1988","100","N","N","Y","2","Y","1","1626         GRANT                     AVE  S  98055","1626 ","   ","  ","GRANT                    ","AVE ","S ","98055"
"337675","2","(34) MULTIPLEXES","35","3","174","1156","4037","3","4","30","4","5","4","1987","2009","100","N","N","Y","2","Y","0","2223         BENSON                    RD   S  98055","2223 ","   ","  ","BENSON                   ","RD  ","S ","98055"
"338050","1","72 Unit Conversion","9","3","72","1110","0","3","3","0","4","4","4","1989","1989","100","N","Y","Y","2","Y","1","23410        18TH                      AVE  S  98198","23410","   ","  ","18TH                     ","AVE ","S ","98198"
"363070","1","Flats","1","5","50","867","370","3","4","0","4","5","3","2003","2003","100","Y","Y"," ","2","N","1","530          4TH                       AVE  W  98119","530  ","   ","  ","4TH                      ","AVE ","W ","98119"
"364760","2","10 UNIT CONDO","2","2","10","954","1628","2","3","0","4","4","3","1976","1996","100","N","N","Y","2","Y","0","1710      NE 145TH                     ST      98155","1710 ","   ","NE","145TH                    ","ST  ","  ","98155"
"365190","1","44 unit townhouse plat","12","2","44","1800","1070","4","3","0","4","5","3","2000","2000","100","N","N","Y","2","N","1","23710     SE 36TH                      LN      98029","23710","   ","SE","36TH                     ","LN  ","  ","98029"
"373760","1","13 FLAT UNITS","1","4","13","983","986","3","3","0","4","5","4","1966","1989","100","Y","Y"," ","2","Y","1","2552         14TH                      AVE  W  98119","2552 ","   ","  ","14TH                     ","AVE ","W ","98119"
"375465","1","40 UNIT CONDO","10","2","40","1050","2402","3","3","0","4","4","4","1978","1990","100","N","N","Y","2","N","1","10030     NE 120TH                     ST      98034","10030","   ","NE","120TH                    ","ST  ","  ","98034"
"389225","1","26 UNIT CONDO","13","2","26","1966","3895","3","3","0","4","6","3","1998","1998","100","N","N","Y","2","N","1","11385     NE 87TH                      ST      98033","11385","   ","NE","87TH                     ","ST  ","  ","98033"
"389460","1","6 FOUR-PLEX BUILDINGS","6","2","24","926","1815","4","3","0","4","4","3","1987","1987","100","N","N","Y","2","Y","1","917          5TH                       AVE     98033","917  ","   ","  ","5TH                      ","AVE ","  ","98033"
"394590","1","27 DETACHED TOWNHOUSES","27","2","27","1524","7557","4","4","0","4","5","4","1990","1997","100","N","N","Y","2","N","1","9734         51ST                      AVE  S  98118","9734 ","   ","  ","51ST                     ","AVE ","S ","98118"
"394610","1","45 of 103 FLATS & TOWNHOUSES","4","3","103","1047","2027","3","4","0","4","4","3","1974","1974","100","N","N","Y","2","N","1","1720      NE 179TH                     ST      98155","1720 ","   ","NE","179TH                    ","ST  ","  ","98155"
"395665","1","FLATS","1","4","20","739","537","3","4","0","4","5","4","1969","1997","100","Y","Y","Y","1","Y","1","730          BELLEVUE                  AVE  E  98102","730  ","   ","  ","BELLEVUE                 ","AVE ","E ","98102"
