"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"639160","3","CLINIC CONDOMINIUM","0","2","6","1020","4302","4","3","0","4","4","0","1973","1973","100","N","N"," ","2","N","0","121          112TH                     AVE  NE 98004","121  ","   ","  ","112TH                    ","AVE ","NE","98004"
"645710","1","4 unit condo","2","2","4","2145","2505","3","3","0","4","4","3","1999","1999","100","N","N","Y","2","N","1","432       S  156TH                     ST      98148","432  ","   ","S ","156TH                    ","ST  ","  ","98148"
"664866","1","10 UNIT CONDO","1","3","10","1480","1200","4","4","0","4","5","3","1994","1994","100","Y","Y","Y","2","N","1","22218        5TH                       AVE  S  98198","22218","   ","  ","5TH                      ","AVE ","S ","98198"
"671100","1","TOWNHOMES","12","3","66","1297","3322","4","3","0","4","5","3","2002","2002","100","N","N","Y","2","Y","1","21210     SE 42ND                      PL      98029","21210","   ","SE","42ND                     ","PL  ","  ","98029"
"678000","1","Flats & T/H's","1","3","9","1930","4213","5","4","0","4","6","3","1985","1985","100","N","Y","Y","2","N","1","6363         LAKE WASHINGTON           BLVD NE 98033","6363 ","   ","  ","LAKE WASHINGTON          ","BLVD","NE","98033"
"679215","1","FLATS","10","1","10","413","1549","3","4","0","4","5","5","1916","1982","100","N","N","N","2","Y","1","1601         22ND                      AVE     98122","1601 ","   ","  ","22ND                     ","AVE ","  ","98122"
"679490","2","4 UNIT CONDO","1","2","4","846","1630","3","3","0","4","4","3","1952","1987","100","N","N","N","1","Y","0","4711         SAND POINT                WAY  NE 98105","4711 ","   ","  ","SAND POINT               ","WAY ","NE","98105"
"683780","1","8 FLAT UNITS","1","4","8","874","705","4","3","0","4","5","4","1987","1997","100","N","Y","Y","2","N","1","3142         ALKI                      AVE  SW 98116","3142 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"773205","1","FLATS","1","4","24","829","400","3","3","25","3","5","4","1929","2004","100","Y","Y","N","2","Y","1","200          17TH                      AVE  E  98112","200  ","   ","  ","17TH                     ","AVE ","E ","98112"
"780405","1","14 UNIT CONDO","1","4","14","1855","1179","4","3","0","4","6","3","1996","1996","100","Y","Y","Y","2","N","1","602          5TH                       ST      98033","602  ","   ","  ","5TH                      ","ST  ","  ","98033"
"780425","1"," 5 CONDO UNITS + 1 SEPARATE PARKING","1","3","5","805","749","2","3","0","4","4","3","1991","1994","100","N","Y"," ","2","N","1","614       E  LYNN                      ST      98102","614  ","   ","E ","LYNN                     ","ST  ","  ","98102"
"780429","1","5 UNIT CONDO","1","3","5","1044","1018","3","3","0","4","4","4","1987","1987","100","N","Y","Y","2","N","1","6210         14TH                      AVE  NW 98107","6210 ","   ","  ","14TH                     ","AVE ","NW","98107"
"780436","1","8 FLAT UNITS","1","4","8","2266","1561","4","4","100","2","7","3","2000","2000","100","Y","Y","Y","2","N","1","660       W  OLYMPIC                   PL      98119","660  ","   ","W ","OLYMPIC                  ","PL  ","  ","98119"
"787600","1","Condo Conversion in 11/81","1","3","3","1352","1827","5","4","0","4","6","4","1977","1993","100","N","N","Y","2","Y","1","3121         ALKI                      AVE  SW 98116","3121 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"788875","1","CONDOMINIUMS","1","4","20","1174","829","3","3","0","4","4","3","1983","1983","100","Y","Y","Y","2","N","1","1515         12TH                      AVE  S  98144","1515 ","   ","  ","12TH                     ","AVE ","S ","98144"
"793370","1","10 UNIT CONDO","2","2","10","948","1936","3","3","0","4","4","4","1982","1982","100","N","N","Y","2","N","1","17117        116TH                     AVE  SE 98058","17117","   ","  ","116TH                    ","AVE ","SE","98058"
"802995","1","Townhouse Plat","16","2","32","1505","0","4","4","0","4","5","3","2006","2006","100","N","N","Y","2","N","1","12900     SE 268TH                     ST      98030","12900","   ","SE","268TH                    ","ST  ","  ","98030"
"809165","4","3cml+Flats","1","6","23","1152","391","3","3","0","4","4","3","2000","2000","100","Y","Y","Y","2","N","1","4722         12TH                      AVE  NE 98105","4722 ","   ","  ","12TH                     ","AVE ","NE","98105"
"813725","2"," ","3","3","16","1304","0","3","3","0","4","5","3","2007","2012","100","N","N","N","2"," ","0","825          SUNSET                    BLVD NE 98055","825  ","   ","  ","SUNSET                   ","BLVD","NE","98055"
"813794","1","10 FLAT UNITS","1","3","10","519","575","4","3","0","4","4","4","1988","2000","100","N","Y","N","2","Y","1","2316         44TH                      AVE  SW 98116","2316 ","   ","  ","44TH                     ","AVE ","SW","98116"
"860035","4","FLATS, PARKING & CML.","1","5","8","1313","355","3","4","100","2","7","4","2001","2001","100","Y","Y","N","0","N","1","1310      E  UNION                     ST      98122","1310 ","   ","E ","UNION                    ","ST  ","  ","98122"
"864412","2","Regency Woods Apts (Formerly Condos)","16","3","101","960","2265","3","3","35","4","4","4","1967","2000","100","N","N","N","2","N","0","1211         THOMAS                    LN      98055","1211 ","   ","  ","THOMAS                   ","LN  ","  ","98055"
"864797","1","Townhouses","10","2","48","1500","2757","4","4","0","4","5","3","2000","2000","100","N","N","Y","2","N","1","1601      NE KATSURA                   ST      98029","1601 ","   ","NE","KATSURA                  ","ST  ","  ","98029"
"866150","1","12 Flats & 1 Townhouse","1","3","13","883","962","3","3","0","4","4","3","2001","2005","100","N","Y","Y","2","N","1","11424        1ST                       AVE  S  98168","11424","   ","  ","1ST                      ","AVE ","S ","98168"
"866316","1","TH & Flats","14","3","54","777","1644","4","3","0","4","4","4","1979","1979","100","N","N","Y","2","N","1","3305         127TH                     PL   SE 98005","3305 ","   ","  ","127TH                    ","PL  ","SE","98005"
"867860","2"," ","9","2","30","995","0","3","4","0","4","5","4","1985","2007","100","N","N","Y","2","N","0","2120      SW 352ND                     ST      98023","2120 ","   ","SW","352ND                    ","ST  ","  ","98023"
"872662","2","6 UNIT CONDOMINIUM","3","2","6","870","1400","3","4","0","4","4","3","1983","1998","100","N","N","N","2","N","0","1915      E  SPRUCE                    ST      98122","1915 ","   ","E ","SPRUCE                   ","ST  ","  ","98122"
"872673","1","2 unit Condo","1","1","2","740","3920","3","3","0","4","4","3","2003","2003","100","N","N"," ","0","Y","1","2821         L                         PL   SE 98002","2821 ","   ","  ","L                        ","PL  ","SE","98002"
"872674","1","2007 APT CONVERSION","1","4","20","829","751","3","3","30","4","5","5","1968","2002","100","Y","Y","Y","2","Y","1","2830      NW 56TH                      ST      98107","2830 ","   ","NW","56TH                     ","ST  ","  ","98107"
"872687","4","FLATS","1","4","36","829","582","3","3","0","4","4","3","2004","2004","100","Y","Y","Y","2","Y","1","19500        BALLINGER                 WAY  NE 98155","19500","   ","  ","BALLINGER                ","WAY ","NE","98155"
"872710","1","24 UNIT CONDO","1","4","24","913","846","2","3","0","4","4","5","1967","1992","100","N","Y","N","1","Y","1","2001         WESTLAKE                  AVE  N  98109","2001 ","   ","  ","WESTLAKE                 ","AVE ","N ","98109"
"872727","1","8 UNIT RESIDENTIAL CONDO","1","3","8","744","750","3","3","0","4","5","4","1994","1994","100","N","Y"," ","2","N","1","2108         WARREN                    AVE  N  98109","2108 ","   ","  ","WARREN                   ","AVE ","N ","98109"
"872974","3"," ","0","0","0","0","0","0","0","0","0","0","0","2006","2006","0"," "," "," ","0"," ","0","2200         WESTLAKE                  AVE     ","2200 ","   ","  ","WESTLAKE                 ","AVE ","  ",""
"873243","4","15 RES & 2 COML UNITS CONDO","1","5","15","846","746","3","3","0","2","6","3","1998","1998","100","N","Y","Y","2","N","1","225       NE 65TH                      ST      98115","225  ","   ","NE","65TH                     ","ST  ","  ","98115"
"873245","1","2 single family homes","2","1","2","1090","11985","4","3","0","4","4","4","1952","1988","100","N","N","N","2","N","1","22510     SE BAIN                      RD      98038","22510","   ","SE","BAIN                     ","RD  ","  ","98038"
"414194","1","19 UNIT AIR RIGHT CONDO","1","4","19","1545","1419","4","4","0","4","6","4","1998","1998","100","Y","Y","Y","2","N","3","121          LAKESIDE                  AVE      98122","121  ","   ","  ","LAKESIDE                 ","AVE ","  "," 98122"
"414230","1","FLATS","1","3","53","695","757","2","3","0","4","4","3","1982","1982","100","Y","Y","Y","2","N","1","1740      NE 86TH                      ST      98115","1740 ","   ","NE","86TH                     ","ST  ","  ","98115"
"414520","1","Flats & T/H's","3","3","16","1344","3475","3","3","0","4","4","3","1986","1986","100","N","N","Y","2","N","1","6703         110TH                     AVE  NE 98033","6703 ","   ","  ","110TH                    ","AVE ","NE","98033"
"421440","1","Townhouses","1","3","2","2658","3600","4","4","0","4","5","3","2007","2007","100","N","N","Y","2","N","1","7658      E  GREEN LAKE                DR   N  98103","7658 ","   ","E ","GREEN LAKE               ","DR  ","N ","98103"
"431100","1","2008 Apt Conversion","1","3","39","368","379","4","3","0","3","4","5","1955","1991","100","N","N","N","1","Y","1","3151         ALKI                      AVE  SW 98116","3151 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"436250","1"," 5 Unit Condo","1","2","5","570","1208","3","3","0","4","4","4","1956","2002","100","N","N","N","1","Y","1","1519         5TH                       AVE  W  98119","1519 ","   ","  ","5TH                      ","AVE ","W ","98119"
"438700","1","100 unit condo","12","3","100","1220","1560","3","4","0","4","5","4","1999","2005","100","Y","N","Y","2","Y","1","9221         124TH                     AVE  NE 98033","9221 ","   ","  ","124TH                    ","AVE ","NE","98033"
"439720","1","16 FLAT UNITS","1","4","16","433","469","3","3","0","4","5","5","1985","2004","100","N","Y","N","1","Y","1","6547         42ND                      AVE  SW 98136","6547 ","   ","  ","42ND                     ","AVE ","SW","98136"
"443320","1","6 UNIT CONDO","2","2","6","1100","1800","3","3","0","4","5","3","2000","2000","100","N","N","Y","2","N","1","17524        12TH                      AVE  NE 98155","17524","   ","  ","12TH                     ","AVE ","NE","98155"
"516045","4","67 RES 2 COML + 81 PKG UNITS","2","7","69","892","292","4","3","0","4","5","4","1989","1989","100","Y","Y","N","2","N","1","2030         WESTERN                   AVE     98121","2030 ","   ","  ","WESTERN                  ","AVE ","  ","98121"
"520160","1","12 UNIT CONDO","1","4","12","1334","1132","3","3","0","4","5","4","1974","1989","100","Y","Y","Y","2","N","1","610          WHEELER                   ST      98109","610  ","   ","  ","WHEELER                  ","ST  ","  ","98109"
"546871","1","16 units cottages","16","2","16","1305","2664","3","4","0","4","4","3","2001","2001","100","N","N","Y","2","N","1","1315      N  185TH                     ST      98133","1315 ","   ","N ","185TH                    ","ST  ","  ","98133"
"549150","1","18 FLATS & 1 PARKING UNIT","1","3","18","2090","3193","5","4","0","4","8","3","1997","1997","100","Y","Y","Y","2","N","1","10055        MEYDENBAUER               WAY  SE 98004","10055","   ","  ","MEYDENBAUER              ","WAY ","SE","98004"
"556966","4","FLATS, TH, CML","1","4","28","702","256","3","4","0","3","6","5","1913","1995","100","Y","Y","N","2","Y","1","1024      E  PIKE                      ST      98122","1024 ","   ","E ","PIKE                     ","ST  ","  ","98122"
"559190","1","61Townhouses","8","3","61","1700","5000","3","3","0","4","5","3","2000","2000","100","N","N","Y","2","N","1","3500         EAST LAKE SAMMAMISH       PKWY SE 98075","3500 ","   ","  ","EAST LAKE SAMMAMISH      ","PKWY","SE","98075"
"600500","1","FLATS & TH","2","2","11","797","873","4","3","0","4","4","4","1988","1988","100","N","Y","N","1","Y","1","2400      E  HOWELL                    ST      98122","2400 ","   ","E ","HOWELL                   ","ST  ","  ","98122"
"601300","1","Townhomes","3","3","3","2851","3809","4","4","0","4","7","3","2007","2007","100","N","N","Y","2","N","1","10137     NE 62ND                      ST      ","10137","   ","NE","62ND                     ","ST  ","  ",""
"605455","5","1 LAND UNIT 1 RETAIL &1 APT UNIT","1","3","27","891","7200","3","3","0","4","4","0","1909","1960","100","N","Y"," ","1","Y","0","657       S  WELLER                    ST      98104","657  ","   ","S ","WELLER                   ","ST  ","  ","98104"
"605477","1","PHASE 1 & 2","2","4","38","1265","2030","4","4","0","4","5","4","1979","1979","100","N","Y","Y","2","N","1","11003 C      GLEN ACRES                DR   S  98168","11003","C  ","  ","GLEN ACRES               ","DR  ","S ","98168"
"606380","1","FLATS & TOWNHOUSES","1","3","20","743","900","3","3","0","4","4","4","1978","1996","100","N","Y"," ","2","N","1","3609         14TH                      AVE  W  98119","3609 ","   ","  ","14TH                     ","AVE ","W ","98119"
"609440","2","Commercial and Apartments","1","4","8","868","900","3","3","20","4","6","3","1981","2002","100","N","Y"," ","2","N","0","9044         35TH                      AVE  SW 98126","9044 ","   ","  ","35TH                     ","AVE ","SW","98126"
"613740","2","26 UNIT CONDO","7","2","27","1097","2374","3","2","0","4","4","3","1971","1995","100","N","N","Y","1","Y","0","17414        12TH                      AVE  NE 98155","17414","   ","  ","12TH                     ","AVE ","NE","98155"
"613960","1","3 UNIT CONDO","2","3","3","1167","1666","3","3","0","4","4","5","1900","1990","100","N","N","N","2","Y","1","716       N  43RD                      ST      98103","716  ","   ","N ","43RD                     ","ST  ","  ","98103"
"619600","1","Four Plex Condominium","2","3","4","1188","1187","3","3","0","4","5","3","2002","2002","100","N","N","Y","2","N","1","2253      NW 61ST                      ST      98107","2253 ","   ","NW","61ST                     ","ST  ","  ","98107"
"630890","1","2006 Apt Conversion ","2","4","52","850","1312","3","3","65","4","6","4","1968","1983","100","Y","Y","N","2","Y","1","680          122ND                     AVE  NE 98005","680  ","   ","  ","122ND                    ","AVE ","NE","98005"
"635195","7"," ","10","1","11","1286","1673","3","3","0","4","4","0","1930","1997","100","N","N"," ","2","Y","0","2770         WESTLAKE                  AVE  N   ","2770 ","   ","  ","WESTLAKE                 ","AVE ","N "," "
"638455","1","35 UNIT CONDOMINIUM","1","4","35","1002","711","3","3","0","4","4","3","1981","1981","100","Y","Y","Y","2","N","1","3421      SW ROXBURY                   ST      98126","3421 ","   ","SW","ROXBURY                  ","ST  ","  ","98126"
"768393","1","6 UNIT CONDO","3","2","6","1429","3000","3","3","0","4","4","3","1994","1994","100","N","N"," ","2","N","1","800          2ND                       AVE  NW 98027","800  ","   ","  ","2ND                      ","AVE ","NW","98027"
"769856","4","CONDO WITH 2 COMM & 13 RES UNITS","1","4","15","891","460","3","3","0","4","4","4","1999","1999","100","Y","Y","Y","2","N","1","7301         5TH                       AVE  NE 98115","7301 ","   ","  ","5TH                      ","AVE ","NE","98115"
"778785","1","Flats","1","3","10","972","533","3","4","0","4","6","4","1908","2001","100","N","Y","Y","2","Y","1","521          16TH                      AVE  E  98112","521  ","   ","  ","16TH                     ","AVE ","E ","98112"
"780200","4","3 COMM'L + 129 RES UNITS","2","8","129","878","0","2","3","20","4","5","3","1998","1998","100","Y","Y","N","2","N","1","2500         WESTERN                   AVE     ","2500 ","   ","  ","WESTERN                  ","AVE ","  ",""
"780423","1","G -64 of 770 in a multi-major project","4","3","770","1015","4471","3","4","0","4","3","3","1969","1980","100","Y","Y","Y","1","Y","1","6356         138TH                     AVE  NE 98052","6356 ","   ","  ","138TH                    ","AVE ","NE","98052"
"780427","1","12 UNIT CONDO","1","4","12","807","566","3","3","0","4","4","5","1977","1977","100","Y","Y","Y","2","N","1","6200         24TH                      AVE  NW 98107","6200 ","   ","  ","24TH                     ","AVE ","NW","98107"
"781950","3","Lt Mft Whse","1","1","2","21456","0","3","3","0","2","4","3","1959","1985","100","N","N","N","0"," ","1","7911         10TH                      AVE  S  98108","7911 ","   ","  ","10TH                     ","AVE ","S ","98108"
"787621","2","6 UNIT CONDO","1","3","6","1117","2456","3","3","100","4","4","3","1978","1996","100","N","Y","Y","2","Y","1","28426        16TH                      AVE  S  98003","28426","   ","  ","16TH                     ","AVE ","S ","98003"
"787622","1","6 UNIT","1","3","6","1053","3042","3","3","100","4","4","4","1978","1982","100","N","N"," ","2","Y","1","28430        16TH                      AVE  S  98003","28430","   ","  ","16TH                     ","AVE ","S ","98003"
"787800","1","11 Unit Condo","1","3","11","556","454","3","3","0","4","4","4","1988","1988","100","N","Y","N","1","Y","1","2650      NW 58TH                      ST       ","2650 ","   ","NW","58TH                     ","ST  ","  "," "
"798210","1","2 Unit Condo","1","3","2","3418","4550","5","4","100","4","7","3","2002","2003","100","N","N","Y","2","Y","1","4505         LAKE WASHINGTON           BLVD    98033","4505 ","   ","  ","LAKE WASHINGTON          ","BLVD","  ","98033"
"798850","1","62 unit condo","16","2","62","1125","2482","3","4","0","4","4","4","1999","1999","100","N","Y","Y","2","N","1","1500      S  18TH                      ST      98055","1500 ","   ","S ","18TH                     ","ST  ","  ","98055"
"800855","5","RETAIL & APTS","1","3","3","177","4805","3","3","0","4","4","3","1904","1978","100","N","Y","N","1","Y","2","80           STEWART                   ST      98101","80   ","   ","  ","STEWART                  ","ST  ","  ","98101"
"803390","1","33 UNIT CONDO","7","2","33","977","6221","3","3","0","4","4","3","1980","1990","100","N","N","Y","2","N","1","11428        105TH                     CT   NE 98033","11428","   ","  ","105TH                    ","CT  ","NE","98033"
"807865","1","166 UNIT CONDO","30","2","166","1000","2975","3","3","0","4","4","3","1999","1999","100","N","N","Y","2","N","1","23700     SE ISSAQUAH-FALL CITY        RD      ","23700","   ","SE","ISSAQUAH-FALL CITY       ","RD  ","  ",""
"859000","1","26 units Condo","1","3","26","718","284","2","3","0","4","4","5","1907","2000","100","N","Y","N","1","Y","1","403          TERRY                     AVE     98104","403  ","   ","  ","TERRY                    ","AVE ","  ","98104"
"859860","1","4 Unit Condo","1","3","4","1340","0","3","3","0","4","4","3","1968","1981","100","N","N","Y","2","Y","1","6217         3RD                       AVE  NW 98107","6217 ","   ","  ","3RD                      ","AVE ","NW","98107"
"859880","1","2 UNIT CONDO","1","2","2","2046","3610","4","4","0","4","6","3","1996","1996","100","N","N","Y","2","N","1","407          3RD                       AVE  S  98033","407  ","   ","  ","3RD                      ","AVE ","S ","98033"
"866270","1","6-UNIT CONDO","2","2","7","848","4098","4","3","0","4","4","4","1962","1966","100","N","N","N","1","Y","1","6714         LAKE WASHINGTON           BLVD NE 98033","6714 ","   ","  ","LAKE WASHINGTON          ","BLVD","NE","98033"
"873246","1","","0","0","0","1","0","0","0","0","0","0","0","0","0","0"," "," "," ","0"," ","0","","     ","   ","","                         ","","",""
"888150","1","Flats","1","3","20","706","412","3","3","0","3","6","5","1928","1960","100","N","Y","N","1","Y","1","4235         BROOKLYN                  AVE  NE 98105","4235 ","   ","  ","BROOKLYN                 ","AVE ","NE","98105"
"888420","1","18 Detached Units","18","2","18","1155","29459","4","4","0","4","6","3","1996","1996","100","N","N","N","1","N","4","10421     SW BANK                      RD      98070","10421","   ","SW","BANK                     ","RD  ","  ","98070"
"889880","1","FLATS","1","4","12","1037","748","3","3","0","4","4","4","1980","1987","100","Y","Y","Y","2","N","1","303          13TH                      AVE  E  98102","303  ","   ","  ","13TH                     ","AVE ","E ","98102"
"894427","1","132 res + 1 managers unit","13","2","133","873","3018","3","3","0","4","3","4","1975","1985","100","N","N","N","1","Y","1","9805      NE 124TH                     ST      98034","9805 ","   ","NE","124TH                    ","ST  ","  ","98034"
"894480","1","BLDG A 15 UNITS","2","3","27","1131","3318","3","3","0","4","4","4","1979","1980","100","N","N","Y","2","N","1","3929         108TH                     AVE  NE 98004","3929 ","   ","  ","108TH                    ","AVE ","NE","98004"
"894610","1","7 UNIT CONDO","1","2","7","866","1176","3","3","0","4","4","4","1959","1989","100","N","N","Y","2","Y","1","2506         32ND                      AVE  W  98199","2506 ","   ","  ","32ND                     ","AVE ","W ","98199"
"919521","1","14 Unit Condo","1","5","14","1884","1271","5","3","100","2","7","3","2002","2002","100","Y","Y","Y","2","N","1","22515        6TH                       AVE  S  98198","22515","   ","  ","6TH                      ","AVE ","S ","98198"
"920245","7"," ","0","0","0","0","0","0","0","0","0","0","0","2008","2008","0"," "," "," ","0"," ","0","","     ","   ","","                         ","","",""
"894635","4","High Rise,174 Unit Res, 2 Unit Com'l. ","1","12","176","941","161","3","3","0","1","5","3","2002","2002","100","Y","Y","Y","2","N","1","2607         WESTERN                   AVE     98121","2607 ","   ","  ","WESTERN                  ","AVE ","  ","98121"
"896290","1","TOWNHOUSE","1","2","2","1173","2546","3","3","0","4","3","4","1940","1987","100","N","N","Y","0","Y","1","520          14TH                      AVE  E  98112","520  ","   ","  ","14TH                     ","AVE ","E ","98112"
"915114","2","""BLDG'S #16, #18 & #20""","3","2","19","1313","3294","3","3","0","4","4","3","1989","2005","100","N","N"," ","2","Y","0","24817        112TH                     AVE  SE 98000","24817","   ","  ","112TH                    ","AVE ","SE","98000"
"918450","3"," ","0","0","0","0","0","0","0","0","0","0","0","2005","2005","0"," "," "," ","0"," ","0","1301         2ND                       AVE     ","1301 ","   ","  ","2ND                      ","AVE ","  ",""
"919798","1","12 Unit Condo","1","2","12","873","1610","3","3","0","4","4","3","2005","2005","100","N","N","N","2","N","1","10931        124TH                     AVE  NE ","10931","   ","  ","124TH                    ","AVE ","NE",""
"920140","1","6 UNIT CONDO","1","3","6","922","1000","3","3","0","4","5","4","1981","1995","100","Y","Y","Y","2","Y","1","2028         WAVERLY                   PL   N  98109","2028 ","   ","  ","WAVERLY                  ","PL  ","N ","98109"
"926200","2","Flats","1","2","9","820","833","3","3","33","4","5","4","1959","1996","100","N","N","N","2","Y","1","6001         CALIFORNIA                AVE  SW 98136","6001 ","   ","  ","CALIFORNIA               ","AVE ","SW","98136"
"926370","1","150 Unit Condo","25","2","150","979","2829","4","3","0","4","4","3","1995","1996","100","N","N","Y","2","N","1","22900        53RD                      AVE  S  98032","22900","   ","  ","53RD                     ","AVE ","S ","98032"
"926925","3","1 STY FRAME OFFICES","17","1","17","1402","3654","3","3","0","4","4","0","1985","1990","100","N","N"," ","0","Y","0","33516        9TH                       AVE  S  98003","33516","   ","  ","9TH                      ","AVE ","S ","98003"
"932290","1","Townhouses","8","2","31","1567","3601","3","3","0","4","5","3","2003","2003","100","N","Y","Y","2","N","1","9703         26TH                      AVE  SW 98106","9703 ","   ","  ","26TH                     ","AVE ","SW","98106"
"947787","1","126 unit condo","21","2","126","1011","3069","3","3","0","4","4","3","1998","1998","100","N","N","Y","2","N","1","23000        LAKESIDE                  BLVD E  98032","23000","   ","  ","LAKESIDE                 ","BLVD","E ","98032"
"951087","1","TOWNHOUSES","8","2","24","1485","3396","4","3","0","4","5","3","2003","2003","100","N","Y","Y","2","N","1","6230         188TH                     PL   NE 98052","6230 ","   ","  ","188TH                    ","PL  ","NE","98052"
"951350","1","TOWNHOUSES","2","2","11","1239","2924","3","3","0","4","5","4","1980","1980","100","N","N","Y","2","N","1","19106        BALLINGER                 WAY  NE 98155","19106","   ","  ","BALLINGER                ","WAY ","NE","98155"
"780437","1","8 UNIT CONDO","1","4","8","983","625","3","3","0","4","4","4","1996","1996","100","Y","Y","Y","2","N","1","1746      NW 57TH                      ST      98107","1746 ","   ","NW","57TH                     ","ST  ","  ","98107"
"792267","1","10 Unit Condo","5","1","10","1497","6824","3","3","0","4","4","4","1980","1980","100","N","N"," ","2","N","1","2755         ROOSEVELT                 AVE     98022","2755 ","   ","  ","ROOSEVELT                ","AVE ","  ","98022"
"813520","1","CONDOMINIUM 135 UNITS","6","3","135","982","2993","3","3","0","4","4","4","1980","1980","100","N","N","Y","2","N","1","1315      S  PUGET                     DR      98055","1315 ","   ","S ","PUGET                    ","DR  ","  ","98055"
"856750","1","25 UNIT BLDG","1","4","25","1153","696","3","3","0","4","4","3","1978","1990","100","Y","Y"," ","2","N","1","1250         TAYLOR                    AVE  N  98109","1250 ","   ","  ","TAYLOR                   ","AVE ","N ","98109"
"857870","1","SFR's","7","3","7","2955","4440","3","4","0","4","7","3","2009","2009","100","N","Y","Y","2","N","1","314          10TH                      AVE  S  ","314  ","   ","  ","10TH                     ","AVE ","S ",""
"857910","1","FLATS","1","3","14","992","621","4","4","0","3","6","4","1928","1987","100","N","Y","N","1","Y","1","1014      E  ROY                       ST      98102","1014 ","   ","E ","ROY                      ","ST  ","  ","98102"
"860309","1","3 Unit Condominium","1","1","3","1027","3272","2","3","0","4","4","3","2000","2000","100","N","N","Y","2","N","1","3635         AUBURN                    WAY  S  98092","3635 ","   ","  ","AUBURN                   ","WAY ","S ","98092"
"863574","1","Flats & T/H's","1","3","6","798","1830","4","3","67","4","5","4","1977","2000","100","N","N","Y","2","Y","1","337          2ND                       AVE  S  98033","337  ","   ","  ","2ND                      ","AVE ","S ","98033"
"864410","2","Regency Wood Apts (Formerly condos)","5","3","52","878","1785","3","3","0","4","4","4","1968","2000","100","N","N","N","1","N","0","1825         GRANT                     AVE  S  98055","1825 ","   ","  ","GRANT                    ","AVE ","S ","98055"
"864425","1","Flats","1","4","16","795","475","3","3","0","4","4","3","1998","2006","100","Y","Y","Y","2","Y","1","3202      SW AVALON                    WAY     98126","3202 ","   ","SW","AVALON                   ","WAY ","  ","98126"
"866420","1","7 Townhouses","1","2","7","1255","2657","3","3","0","4","5","4","1969","1984","100","N","N"," ","2","Y","1","13739        35TH                      AVE  NE 98125","13739","   ","  ","35TH                     ","AVE ","NE","98125"
"867900","4","2cml+Flats","1","3","18","1056","1151","3","3","0","4","5","3","2000","2000","100","Y","Y","Y","2","N","1","5000         30TH                      AVE  NE 98105","5000 ","   ","  ","30TH                     ","AVE ","NE","98105"
"868033","1","3-Unit Flat Style Waterfront Condo","1","3","3","2284","0","5","4","100","4","7","3","2014","2014","100","N","N","Y","2","N","1","4605         LAKE WASHINGTON           BLVD NE ","4605 ","   ","  ","LAKE WASHINGTON          ","BLVD","NE",""
"868167","1","10 Uni Res Condo","1","3","10","975","947","3","4","60","3","4","4","1977","2003","100","N","N","N","1","Y","1","7925         DENSMORE                  AVE  N  98103","7925 ","   ","  ","DENSMORE                 ","AVE ","N ","98103"
"872597","1","5 UNITS, FLATS","1","5","5","4407","1703","4","4","0","2","8","3","2000","2000","100","Y","Y","Y","2","N","1","1200         ALKI                      AVE  SW 98116","1200 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"872690","1","2-UNIT CONDO","1","2","2","1720","2273","3","3","0","4","5","4","1908","1973","100","N","N","Y","1","Y","1","2440         DELMAR                    DR   E  98102","2440 ","   ","  ","DELMAR                   ","DR  ","E ","98102"
"872733","1","3 UNITS, FLATS","1","4","3","2142","2550","4","4","100","4","7","3","2003","2003","100","Y","Y","Y","2","N","1","2122         ALKI                      AVE  SW 98116","2122 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"880895","2"," ","1","6","84","839","292","3","3","28","4","5","3","1989","2005","100","Y","Y","N","2","Y","0","1310         MINOR                     AVE     98101","1310 ","   ","  ","MINOR                    ","AVE ","  ","98101"
"891405","1","10 UNIT CONDO","3","4","10","2392","3716","4","4","0","4","8","3","1996","1996","100","Y","Y","Y","2","N","1","6424         LAKE WASHINGTON           BLVD    98033","6424 ","   ","  ","LAKE WASHINGTON          ","BLVD","  ","98033"
"894315","1","10 Unit SFR COndo","10","2","10","1889","7279","3","4","0","4","6","3","2004","2004","100","N","N","Y","2","N","1","730       N  175TH                     ST      ","730  ","   ","N ","175TH                    ","ST  ","  ",""
"894404","4","30 Res Units + 2 Coml Units","1","7","32","1664","489","4","3","0","2","7","3","2001","2001","100","Y","Y","Y","2","N","1","1106         108TH                     AVE  NE 98004","1106 ","   ","  ","108TH                    ","AVE ","NE","98004"
"894411","1","20 FLAT UNITS","1","3","20","1057","1245","3","4","0","4","6","5","1929","1985","100","N","Y"," ","2","Y","1","348       W  OLYMPIC                   PL      98119","348  ","   ","W ","OLYMPIC                  ","PL  ","  ","98119"
